A,B,,C,D,E,F,G,H
1,-4.5757029642436,,0,-19.0788363933143,0,-19.0788363933143,0,-19.0788363933143
0,1E+308,,0,-19.0776591571596,0,-19.0776591571596,0,-19.0776591571596
0,-4.56062785784,,0,-19.0764819210049,0,-19.0764819210049,0,-19.0764819210049
1,-4.56062785784,,0,-19.0753046848501,0,-19.0753046848501,0,-19.0753046848501
0,1E+308,,0,-19.0741274486954,0,-19.0741274486954,0,-19.0741274486954
0,-4.5595938252708,,0,-19.0729502125406,0,-19.0729502125406,0,-19.0729502125406
1,-4.5595938252708,,0,-19.0717729763859,0,-19.0717729763859,0,-19.0717729763859
0,1E+308,,0,-19.0705957402311,0,-19.0705957402311,0,-19.0705957402311
0,-4.5587774837688,,0,-19.0694185040764,0,-19.0694185040764,0,-19.0694185040764
1,-4.5587774837688,,0,-19.0682412679216,0,-19.0682412679216,0,-19.0682412679216
0,1E+308,,0,-19.0670640317669,0,-19.0670640317669,0,-19.0670640317669
0,-4.5414710439264,,0,-19.0658867956121,0,-19.0658867956121,0,-19.0658867956121
1,-4.5414710439264,,0,-19.0647095594574,0,-19.0647095594574,0,-19.0647095594574
0,1E+308,,0,-19.0635323233026,0,-19.0635323233026,0,-19.0635323233026
0,-4.535321271278,,0,-19.0623550871479,0,-19.0623550871479,0,-19.0623550871479
1,-4.535321271278,,0,-19.0611778509931,0,-19.0611778509931,0,-19.0611778509931
0,1E+308,,0,-19.0600006148384,0,-19.0600006148384,0,-19.0600006148384
0,-4.5148310995778,,0,-19.0588233786836,0,-19.0588233786836,0,-19.0588233786836
1,-4.5148310995778,,0,-19.0576461425289,0,-19.0576461425289,0,-19.0576461425289
0,1E+308,,0,-19.0564689063741,0,-19.0564689063741,0,-19.0564689063741
0,-4.4976062938856,,0,-19.0552916702194,0,-19.0552916702194,0,-19.0552916702194
1,-4.4976062938856,,0,-19.0541144340646,0,-19.0541144340646,0,-19.0541144340646
0,1E+308,,0,-19.0529371979099,0,-19.0529371979099,0,-19.0529371979099
0,-4.4779324636874,,0,-19.0517599617551,0,-19.0517599617551,0,-19.0517599617551
1,-4.4779324636874,,0,-19.0505827256004,0,-19.0505827256004,0,-19.0505827256004
0,1E+308,,0,-19.0494054894456,0,-19.0494054894456,0,-19.0494054894456
0,-4.4703949104856,,0,-19.0482282532909,0,-19.0482282532909,0,-19.0482282532909
1,-4.4703949104856,,0,-19.0470510171361,0,-19.0470510171361,0,-19.0470510171361
0,1E+308,,0,-19.0458737809814,0,-19.0458737809814,0,-19.0458737809814
0,-4.456000088667,,0,-19.0446965448266,0,-19.0446965448266,0,-19.0446965448266
1,-4.456000088667,,0,-19.0435193086719,0,-19.0435193086719,0,-19.0435193086719
0,1E+308,,0,-19.0423420725171,0,-19.0423420725171,0,-19.0423420725171
0,-4.4526530885088,,0,-19.0411648363624,0,-19.0411648363624,0,-19.0411648363624
1,-4.4526530885088,,0,-19.0399876002076,0,-19.0399876002076,0,-19.0399876002076
0,1E+308,,0,-19.0388103640529,0,-19.0388103640529,0,-19.0388103640529
0,-4.4334690632118,,0,-19.0376331278982,0,-19.0376331278982,0,-19.0376331278982
1,-4.4334690632118,,0,-19.0364558917434,0,-19.0364558917434,0,-19.0364558917434
0,1E+308,,0,-19.0352786555887,0,-19.0352786555887,0,-19.0352786555887
0,-4.4299315833698,,0,-19.0341014194339,0,-19.0341014194339,0,-19.0341014194339
1,-4.4299315833698,,0,-19.0329241832792,0,-19.0329241832792,0,-19.0329241832792
0,1E+308,,0,-19.0317469471244,0,-19.0317469471244,0,-19.0317469471244
0,-4.4274009247136,,0,-19.0305697109697,0,-19.0305697109697,0,-19.0305697109697
1,-4.4274009247136,,0,-19.0293924748149,0,-19.0293924748149,0,-19.0293924748149
0,1E+308,,0,-19.0282152386602,0,-19.0282152386602,0,-19.0282152386602
0,-4.4119448589424,,0,-19.0270380025054,0,-19.0270380025054,0,-19.0270380025054
1,-4.4119448589424,,0,-19.0258607663507,0,-19.0258607663507,0,-19.0258607663507
0,1E+308,,0,-19.0246835301959,0,-19.0246835301959,0,-19.0246835301959
0,-4.4025841430528,,0,-19.0235062940412,0,-19.0235062940412,0,-19.0235062940412
1,-4.4025841430528,,0,-19.0223290578864,0,-19.0223290578864,0,-19.0223290578864
0,1E+308,,0,-19.0211518217317,0,-19.0211518217317,0,-19.0211518217317
0,-4.3994276225784,,0,-19.0199745855769,0,-19.0199745855769,0,-19.0199745855769
1,-4.3994276225784,,0,-19.0187973494222,0,-19.0187973494222,0,-19.0187973494222
0,1E+308,,0,-19.0176201132674,0,-19.0176201132674,0,-19.0176201132674
0,-4.3976860940408,,0,-19.0164428771127,0,-19.0164428771127,0,-19.0164428771127
1,-4.3976860940408,,0,-19.0152656409579,0,-19.0152656409579,0,-19.0152656409579
0,1E+308,,0,-19.0140884048032,0,-19.0140884048032,0,-19.0140884048032
0,-4.3695767349886,,0,-19.0129111686484,0,-19.0129111686484,0,-19.0129111686484
1,-4.3695767349886,,0,-19.0117339324937,0,-19.0117339324937,0,-19.0117339324937
0,1E+308,,0,-19.0105566963389,0,-19.0105566963389,0,-19.0105566963389
0,-4.3528961569644,,0,-19.0093794601842,0,-19.0093794601842,0,-19.0093794601842
1,-4.3528961569644,,0,-19.0082022240294,0,-19.0082022240294,0,-19.0082022240294
0,1E+308,,0,-19.0070249878747,0,-19.0070249878747,0,-19.0070249878747
0,-4.32797052977,,0,-19.0058477517199,0,-19.0058477517199,0,-19.0058477517199
1,-4.32797052977,,0,-19.0046705155652,0,-19.0046705155652,0,-19.0046705155652
0,1E+308,,0,-19.0034932794104,0,-19.0034932794104,0,-19.0034932794104
0,-4.3190179846314,,0,-19.0023160432557,0,-19.0023160432557,0,-19.0023160432557
1,-4.3190179846314,,0,-19.001138807101,0,-19.001138807101,0,-19.001138807101
0,1E+308,,0,-18.9999615709462,0,-18.9999615709462,0,-18.9999615709462
0,-4.3144464722202,,0,-18.9987843347914,0,-18.9987843347914,0,-18.9987843347914
1,-4.3144464722202,,0,-18.9976070986367,0,-18.9976070986367,0,-18.9976070986367
0,1E+308,,0,-18.9964298624819,0,-18.9964298624819,0,-18.9964298624819
0,-4.312868211983,,0,-18.9952526263272,0,-18.9952526263272,0,-18.9952526263272
1,-4.312868211983,,0,-18.9940753901725,0,-18.9940753901725,0,-18.9940753901725
0,1E+308,,0,-18.9928981540177,0,-18.9928981540177,0,-18.9928981540177
0,-4.306881707635,,0,-18.991720917863,0,-18.991720917863,0,-18.991720917863
1,-4.306881707635,,0,-18.9905436817082,0,-18.9905436817082,0,-18.9905436817082
0,1E+308,,0,-18.9893664455535,0,-18.9893664455535,0,-18.9893664455535
0,-4.290554877595,,0,-18.9881892093987,0,-18.9881892093987,0,-18.9881892093987
1,-4.290554877595,,0,-18.987011973244,0,-18.987011973244,0,-18.987011973244
0,1E+308,,0,-18.9858347370892,0,-18.9858347370892,0,-18.9858347370892
0,-4.2611937949064,,0,-18.9846575009345,0,-18.9846575009345,0,-18.9846575009345
1,-4.2611937949064,,0,-18.9834802647797,0,-18.9834802647797,0,-18.9834802647797
0,1E+308,,0,-18.982303028625,0,-18.982303028625,0,-18.982303028625
0,-4.2597515915862,,0,-18.9811257924702,0,-18.9811257924702,0,-18.9811257924702
1,-4.2597515915862,,0,-18.9799485563155,0,-18.9799485563155,0,-18.9799485563155
0,1E+308,,0,-18.9787713201607,0,-18.9787713201607,0,-18.9787713201607
0,-4.2425539972774,,0,-18.977594084006,0,-18.977594084006,0,-18.977594084006
1,-4.2425539972774,,0,-18.9764168478512,0,-18.9764168478512,0,-18.9764168478512
0,1E+308,,0,-18.9752396116965,0,-18.9752396116965,0,-18.9752396116965
0,-4.2085669794108,,0,-18.9740623755417,0,-18.9740623755417,0,-18.9740623755417
1,-4.2085669794108,,0,-18.972885139387,0,-18.972885139387,0,-18.972885139387
0,1E+308,,0,-18.9717079032322,0,-18.9717079032322,0,-18.9717079032322
0,-4.2020634587782,,0,-18.9705306670775,0,-18.9705306670775,0,-18.9705306670775
1,-4.2020634587782,,0,-18.9693534309227,0,-18.9693534309227,0,-18.9693534309227
0,1E+308,,0,-18.968176194768,0,-18.968176194768,0,-18.968176194768
0,-4.1921040924538,,0,-18.9669989586133,0,-18.9669989586133,0,-18.9669989586133
1,-4.1921040924538,,0,-18.9658217224585,0,-18.9658217224585,0,-18.9658217224585
0,1E+308,,0,-18.9646444863038,0,-18.9646444863038,0,-18.9646444863038
0,-4.1904441980664,,0,-18.963467250149,0,-18.963467250149,0,-18.963467250149
1,-4.1904441980664,,0,-18.9622900139943,0,-18.9622900139943,0,-18.9622900139943
0,1E+308,,0,-18.9611127778395,0,-18.9611127778395,0,-18.9611127778395
0,-4.184838653086,,0,-18.9599355416847,0,-18.9599355416847,0,-18.9599355416847
1,-4.184838653086,,0,-18.95875830553,0,-18.95875830553,0,-18.95875830553
0,1E+308,,0,-18.9575810693753,0,-18.9575810693753,0,-18.9575810693753
0,-4.1832876042322,,0,-18.9564038332205,0,-18.9564038332205,0,-18.9564038332205
1,-4.1832876042322,,0,-18.9552265970658,0,-18.9552265970658,0,-18.9552265970658
0,1E+308,,0,-18.954049360911,0,-18.954049360911,0,-18.954049360911
0,-4.17150507522,,0,-18.9528721247563,0,-18.9528721247563,0,-18.9528721247563
1,-4.17150507522,,0,-18.9516948886015,0,-18.9516948886015,0,-18.9516948886015
0,1E+308,,0,-18.9505176524468,0,-18.9505176524468,0,-18.9505176524468
0,-4.1465794480256,,0,-18.949340416292,0,-18.949340416292,0,-18.949340416292
1,-4.1465794480256,,0,-18.9481631801373,0,-18.9481631801373,0,-18.9481631801373
0,1E+308,,0,-18.9469859439825,0,-18.9469859439825,0,-18.9469859439825
0,-4.1355044149818,,0,-18.9458087078278,0,-18.9458087078278,0,-18.9458087078278
1,-4.1355044149818,,0,-18.944631471673,0,-18.944631471673,0,-18.944631471673
0,1E+308,,0,-18.9434542355183,0,-18.9434542355183,0,-18.9434542355183
0,-4.1197762353766,,0,-18.9422769993635,0,-18.9422769993635,0,-18.9422769993635
1,-4.1197762353766,,0,-18.9410997632088,0,-18.9410997632088,0,-18.9410997632088
0,1E+308,,0,-18.939922527054,0,-18.939922527054,0,-18.939922527054
0,-4.1091365844672,,0,-18.9387452908993,0,-18.9387452908993,0,-18.9387452908993
1,-4.1091365844672,,0,-18.9375680547445,0,-18.9375680547445,0,-18.9375680547445
0,1E+308,,0,-18.9363908185898,0,-18.9363908185898,0,-18.9363908185898
0,-4.0460061749792,,0,-18.935213582435,0,-18.935213582435,0,-18.935213582435
1,-4.0460061749792,,0,-18.9340363462803,0,-18.9340363462803,0,-18.9340363462803
0,1E+308,,0,-18.9328591101255,0,-18.9328591101255,0,-18.9328591101255
0,-4.043475516323,,0,-18.9316818739708,0,-18.9316818739708,0,-18.9316818739708
1,-4.043475516323,,0,-18.9305046378161,0,-18.9305046378161,0,-18.9305046378161
0,1E+308,,0,-18.9293274016613,0,-18.9293274016613,0,-18.9293274016613
0,-3.9937875302346,,0,-18.9281501655066,0,-18.9281501655066,0,-18.9281501655066
1,-3.9937875302346,,0,-18.9269729293518,0,-18.9269729293518,0,-18.9269729293518
0,1E+308,,0,-18.9257956931971,0,-18.9257956931971,0,-18.9257956931971
0,-3.9854608469142,,0,-18.9246184570423,0,-18.9246184570423,0,-18.9246184570423
1,-3.9854608469142,,0,-18.9234412208876,0,-18.9234412208876,0,-18.9234412208876
0,1E+308,,0,-18.9222639847328,0,-18.9222639847328,0,-18.9222639847328
0,-3.983882586677,,0,-18.9210867485781,0,-18.9210867485781,0,-18.9210867485781
1,-3.983882586677,,0,-18.9199095124233,0,-18.9199095124233,0,-18.9199095124233
0,1E+308,,0,-18.9187322762686,0,-18.9187322762686,0,-18.9187322762686
0,-3.9819505784556,,0,-18.9175550401138,0,-18.9175550401138,0,-18.9175550401138
1,-3.9819505784556,,0,-18.9163778039591,0,-18.9163778039591,0,-18.9163778039591
0,1E+308,,0,-18.9152005678043,0,-18.9152005678043,0,-18.9152005678043
0,-3.979528765333,,0,-18.9140233316496,0,-18.9140233316496,0,-18.9140233316496
1,-3.979528765333,,0,-18.9128460954948,0,-18.9128460954948,0,-18.9128460954948
0,1E+308,,0,-18.9116688593401,0,-18.9116688593401,0,-18.9116688593401
0,-3.9792294401156,,0,-18.9104916231853,0,-18.9104916231853,0,-18.9104916231853
1,-3.9792294401156,,0,-18.9093143870306,0,-18.9093143870306,0,-18.9093143870306
0,1E+308,,0,-18.9081371508758,0,-18.9081371508758,0,-18.9081371508758
0,-3.9608617563206,,0,-18.9069599147211,0,-18.9069599147211,0,-18.9069599147211
1,-3.9608617563206,,0,-18.9057826785663,0,-18.9057826785663,0,-18.9057826785663
0,1E+308,,0,-18.9046054424116,0,-18.9046054424116,0,-18.9046054424116
0,-3.9496234549764,,0,-18.9034282062568,0,-18.9034282062568,0,-18.9034282062568
1,-3.9496234549764,,0,-18.9022509701021,0,-18.9022509701021,0,-18.9022509701021
0,1E+308,,0,-18.9010737339473,0,-18.9010737339473,0,-18.9010737339473
0,-3.930140104462,,0,-18.8998964977926,0,-18.8998964977926,0,-18.8998964977926
1,-3.930140104462,,0,-18.8987192616378,0,-18.8987192616378,0,-18.8987192616378
0,1E+308,,0,-18.8975420254831,0,-18.8975420254831,0,-18.8975420254831
0,-3.9180038274656,,0,-18.8963647893283,0,-18.8963647893283,0,-18.8963647893283
1,-3.9180038274656,,0,-18.8951875531736,0,-18.8951875531736,0,-18.8951875531736
0,1E+308,,0,-18.8940103170189,0,-18.8940103170189,0,-18.8940103170189
0,-3.9052144772676,,0,-18.8928330808641,0,-18.8928330808641,0,-18.8928330808641
1,-3.9052144772676,,0,-18.8916558447094,0,-18.8916558447094,0,-18.8916558447094
0,1E+308,,0,-18.8904786085546,0,-18.8904786085546,0,-18.8904786085546
0,-3.8829011428796,,0,-18.8893013723999,0,-18.8893013723999,0,-18.8893013723999
1,-3.8829011428796,,0,-18.8881241362451,0,-18.8881241362451,0,-18.8881241362451
0,1E+308,,0,-18.8869469000904,0,-18.8869469000904,0,-18.8869469000904
0,-3.8697036219306,,0,-18.8857696639356,0,-18.8857696639356,0,-18.8857696639356
1,-3.8697036219306,,0,-18.8845924277809,0,-18.8845924277809,0,-18.8845924277809
0,1E+308,,0,-18.8834151916261,0,-18.8834151916261,0,-18.8834151916261
0,-3.8571319627998,,0,-18.8822379554714,0,-18.8822379554714,0,-18.8822379554714
1,-3.8571319627998,,0,-18.8810607193166,0,-18.8810607193166,0,-18.8810607193166
0,1E+308,,0,-18.8798834831619,0,-18.8798834831619,0,-18.8798834831619
0,-3.8561523529974,,0,-18.8787062470071,0,-18.8787062470071,0,-18.8787062470071
1,-3.8561523529974,,0,-18.8775290108524,0,-18.8775290108524,0,-18.8775290108524
0,1E+308,,0,-18.8763517746976,0,-18.8763517746976,0,-18.8763517746976
0,-3.8220564895972,,0,-18.8751745385429,0,-18.8751745385429,0,-18.8751745385429
1,-3.8220564895972,,0,-18.8739973023881,0,-18.8739973023881,0,-18.8739973023881
0,1E+308,,0,-18.8728200662334,0,-18.8728200662334,0,-18.8728200662334
0,-3.796940382719,,0,-18.8716428300786,0,-18.8716428300786,0,-18.8716428300786
1,-3.796940382719,,0,-18.8704655939239,0,-18.8704655939239,0,-18.8704655939239
0,1E+308,,0,-18.8692883577691,0,-18.8692883577691,0,-18.8692883577691
0,-3.7859469838254,,0,-18.8681111216144,0,-18.8681111216144,0,-18.8681111216144
1,-3.7859469838254,,0,-18.8669338854596,0,-18.8669338854596,0,-18.8669338854596
0,1E+308,,0,-18.8657566493049,0,-18.8657566493049,0,-18.8657566493049
0,-3.7741100320464,,0,-18.8645794131501,0,-18.8645794131501,0,-18.8645794131501
1,-3.7741100320464,,0,-18.8634021769954,0,-18.8634021769954,0,-18.8634021769954
0,1E+308,,0,-18.8622249408406,0,-18.8622249408406,0,-18.8622249408406
0,-3.7605315517298,,0,-18.8610477046859,0,-18.8610477046859,0,-18.8610477046859
1,-3.7605315517298,,0,-18.8598704685311,0,-18.8598704685311,0,-18.8598704685311
0,1E+308,,0,-18.8586932323764,0,-18.8586932323764,0,-18.8586932323764
0,-3.7380549490414,,0,-18.8575159962217,0,-18.8575159962217,0,-18.8575159962217
1,-3.7380549490414,,0,-18.8563387600669,0,-18.8563387600669,0,-18.8563387600669
0,1E+308,,0,-18.8551615239122,0,-18.8551615239122,0,-18.8551615239122
0,-3.6998773781312,,0,-18.8539842877574,0,-18.8539842877574,0,-18.8539842877574
1,-3.6998773781312,,0,-18.8528070516026,0,-18.8528070516026,0,-18.8528070516026
0,1E+308,,0,-18.8516298154479,0,-18.8516298154479,0,-18.8516298154479
0,-3.6966392235066,,0,-18.8504525792932,0,-18.8504525792932,0,-18.8504525792932
1,-3.6966392235066,,0,-18.8492753431384,0,-18.8492753431384,0,-18.8492753431384
0,1E+308,,0,-18.8480981069837,0,-18.8480981069837,0,-18.8480981069837
0,-3.6924758818464,,0,-18.8469208708289,0,-18.8469208708289,0,-18.8469208708289
1,-3.6924758818464,,0,-18.8457436346742,0,-18.8457436346742,0,-18.8457436346742
0,1E+308,,0,-18.8445663985194,0,-18.8445663985194,0,-18.8445663985194
0,-3.690407816708,,0,-18.8433891623647,0,-18.8433891623647,0,-18.8433891623647
1,-3.690407816708,,0,-18.8422119262099,0,-18.8422119262099,0,-18.8422119262099
0,1E+308,,0,-18.8410346900552,0,-18.8410346900552,0,-18.8410346900552
0,-3.6875778328344,,0,-18.8398574539004,0,-18.8398574539004,0,-18.8398574539004
1,-3.6875778328344,,0,-18.8386802177457,0,-18.8386802177457,0,-18.8386802177457
0,1E+308,,0,-18.8375029815909,0,-18.8375029815909,0,-18.8375029815909
0,-3.6648563276954,,0,-18.8363257454362,0,-18.8363257454362,0,-18.8363257454362
1,-3.6648563276954,,0,-18.8351485092814,0,-18.8351485092814,0,-18.8351485092814
0,1E+308,,0,-18.8339712731267,0,-18.8339712731267,0,-18.8339712731267
0,-3.6431416437422,,0,-18.8327940369719,0,-18.8327940369719,0,-18.8327940369719
1,-3.6431416437422,,0,-18.8316168008172,0,-18.8316168008172,0,-18.8316168008172
0,1E+308,,0,-18.8304395646624,0,-18.8304395646624,0,-18.8304395646624
0,-3.637889846746,,0,-18.8292623285077,0,-18.8292623285077,0,-18.8292623285077
1,-3.637889846746,,0,-18.8280850923529,0,-18.8280850923529,0,-18.8280850923529
0,1E+308,,0,-18.8269078561982,0,-18.8269078561982,0,-18.8269078561982
0,-3.6205289841368,,0,-18.8257306200434,0,-18.8257306200434,0,-18.8257306200434
1,-3.6205289841368,,0,-18.8245533838887,0,-18.8245533838887,0,-18.8245533838887
0,1E+308,,0,-18.8233761477339,0,-18.8233761477339,0,-18.8233761477339
0,-3.6085287640574,,0,-18.8221989115792,0,-18.8221989115792,0,-18.8221989115792
1,-3.6085287640574,,0,-18.8210216754245,0,-18.8210216754245,0,-18.8210216754245
0,1E+308,,0,-18.8198444392697,0,-18.8198444392697,0,-18.8198444392697
0,-3.541697606427,,0,-18.8186672031149,0,-18.8186672031149,0,-18.8186672031149
1,-3.541697606427,,0,-18.8174899669602,0,-18.8174899669602,0,-18.8174899669602
0,1E+308,,0,-18.8163127308054,0,-18.8163127308054,0,-18.8163127308054
0,-3.528636142395,,0,-18.8151354946507,0,-18.8151354946507,0,-18.8151354946507
1,-3.528636142395,,0,-18.813958258496,0,-18.813958258496,0,-18.813958258496
0,1E+308,,0,-18.8127810223412,0,-18.8127810223412,0,-18.8127810223412
0,-3.4809617986782,,0,-18.8116037861865,0,-18.8116037861865,0,-18.8116037861865
1,-3.4809617986782,,0,-18.8104265500317,0,-18.8104265500317,0,-18.8104265500317
0,1E+308,,0,-18.809249313877,0,-18.809249313877,0,-18.809249313877
0,-3.4735603023934,,0,-18.8080720777222,0,-18.8080720777222,0,-18.8080720777222
1,-3.4735603023934,,0,-18.8068948415675,0,-18.8068948415675,0,-18.8068948415675
0,1E+308,,0,-18.8057176054127,0,-18.8057176054127,0,-18.8057176054127
0,-3.4715466600218,,0,-18.804540369258,0,-18.804540369258,0,-18.804540369258
1,-3.4715466600218,,0,-18.8033631331032,0,-18.8033631331032,0,-18.8033631331032
0,1E+308,,0,-18.8021858969485,0,-18.8021858969485,0,-18.8021858969485
0,-3.4177769664234,,0,-18.8010086607937,0,-18.8010086607937,0,-18.8010086607937
1,-3.4177769664234,,0,-18.799831424639,0,-18.799831424639,0,-18.799831424639
0,1E+308,,0,-18.7986541884842,0,-18.7986541884842,0,-18.7986541884842
0,-3.4046610796246,,0,-18.7974769523295,0,-18.7974769523295,0,-18.7974769523295
1,-3.4046610796246,,0,-18.7962997161747,0,-18.7962997161747,0,-18.7962997161747
0,1E+308,,0,-18.79512248002,0,-18.79512248002,0,-18.79512248002
0,-3.397613331324,,0,-18.7939452438652,0,-18.7939452438652,0,-18.7939452438652
1,-3.397613331324,,0,-18.7927680077105,0,-18.7927680077105,0,-18.7927680077105
0,1E+308,,0,-18.7915907715557,0,-18.7915907715557,0,-18.7915907715557
0,-3.3680617689516,,0,-18.790413535401,0,-18.790413535401,0,-18.790413535401
1,-3.3680617689516,,0,-18.7892362992462,0,-18.7892362992462,0,-18.7892362992462
0,1E+308,,0,-18.7880590630915,0,-18.7880590630915,0,-18.7880590630915
0,-3.3670821591492,,0,-18.7868818269367,0,-18.7868818269367,0,-18.7868818269367
1,-3.3670821591492,,0,-18.785704590782,0,-18.785704590782,0,-18.785704590782
0,1E+308,,0,-18.7845273546273,0,-18.7845273546273,0,-18.7845273546273
0,-3.2841690739294,,0,-18.7833501184725,0,-18.7833501184725,0,-18.7833501184725
1,-3.2841690739294,,0,-18.7821728823178,0,-18.7821728823178,0,-18.7821728823178
0,1E+308,,0,-18.780995646163,0,-18.780995646163,0,-18.780995646163
0,-3.2695565610436,,0,-18.7798184100083,0,-18.7798184100083,0,-18.7798184100083
1,-3.2695565610436,,0,-18.7786411738535,0,-18.7786411738535,0,-18.7786411738535
0,1E+308,,0,-18.7774639376988,0,-18.7774639376988,0,-18.7774639376988
0,-3.2594339264188,,0,-18.776286701544,0,-18.776286701544,0,-18.776286701544
1,-3.2594339264188,,0,-18.7751094653893,0,-18.7751094653893,0,-18.7751094653893
0,1E+308,,0,-18.7739322292345,0,-18.7739322292345,0,-18.7739322292345
0,-3.2463996737702,,0,-18.7727549930798,0,-18.7727549930798,0,-18.7727549930798
1,-3.2463996737702,,0,-18.771577756925,0,-18.771577756925,0,-18.771577756925
0,1E+308,,0,-18.7704005207703,0,-18.7704005207703,0,-18.7704005207703
0,-3.2452567956674,,0,-18.7692232846155,0,-18.7692232846155,0,-18.7692232846155
1,-3.2452567956674,,0,-18.7680460484608,0,-18.7680460484608,0,-18.7680460484608
0,1E+308,,0,-18.766868812306,0,-18.766868812306,0,-18.766868812306
0,-3.2227257702122,,0,-18.7656915761513,0,-18.7656915761513,0,-18.7656915761513
1,-3.2227257702122,,0,-18.7645143399965,0,-18.7645143399965,0,-18.7645143399965
0,1E+308,,0,-18.7633371038418,0,-18.7633371038418,0,-18.7633371038418
0,-3.2060179808046,,0,-18.762159867687,0,-18.762159867687,0,-18.762159867687
1,-3.2060179808046,,0,-18.7609826315323,0,-18.7609826315323,0,-18.7609826315323
0,1E+308,,0,-18.7598053953775,0,-18.7598053953775,0,-18.7598053953775
0,-3.1684662717126,,0,-18.7586281592228,0,-18.7586281592228,0,-18.7586281592228
1,-3.1684662717126,,0,-18.757450923068,0,-18.757450923068,0,-18.757450923068
0,1E+308,,0,-18.7562736869133,0,-18.7562736869133,0,-18.7562736869133
0,-3.1556769215146,,0,-18.7550964507585,0,-18.7550964507585,0,-18.7550964507585
1,-3.1556769215146,,0,-18.7539192146038,0,-18.7539192146038,0,-18.7539192146038
0,1E+308,,0,-18.752741978449,0,-18.752741978449,0,-18.752741978449
0,-3.1520033847556,,0,-18.7515647422943,0,-18.7515647422943,0,-18.7515647422943
1,-3.1520033847556,,0,-18.7503875061395,0,-18.7503875061395,0,-18.7503875061395
0,1E+308,,0,-18.7492102699848,0,-18.7492102699848,0,-18.7492102699848
0,-3.147948888629,,0,-18.7480330338301,0,-18.7480330338301,0,-18.7480330338301
1,-3.147948888629,,0,-18.7468557976753,0,-18.7468557976753,0,-18.7468557976753
0,1E+308,,0,-18.7456785615206,0,-18.7456785615206,0,-18.7456785615206
0,-3.1319213838064,,0,-18.7445013253658,0,-18.7445013253658,0,-18.7445013253658
1,-3.1319213838064,,0,-18.7433240892111,0,-18.7433240892111,0,-18.7433240892111
0,1E+308,,0,-18.7421468530563,0,-18.7421468530563,0,-18.7421468530563
0,-3.128492749498,,0,-18.7409696169016,0,-18.7409696169016,0,-18.7409696169016
1,-3.128492749498,,0,-18.7397923807468,0,-18.7397923807468,0,-18.7397923807468
0,1E+308,,0,-18.7386151445921,0,-18.7386151445921,0,-18.7386151445921
0,-3.0938254470464,,0,-18.7374379084373,0,-18.7374379084373,0,-18.7374379084373
1,-3.0938254470464,,0,-18.7362606722826,0,-18.7362606722826,0,-18.7362606722826
0,1E+308,,0,-18.7350834361278,0,-18.7350834361278,0,-18.7350834361278
0,-3.0867776987458,,0,-18.7339061999731,0,-18.7339061999731,0,-18.7339061999731
1,-3.0867776987458,,0,-18.7327289638183,0,-18.7327289638183,0,-18.7327289638183
0,1E+308,,0,-18.7315517276636,0,-18.7315517276636,0,-18.7315517276636
0,-3.0863423166114,,0,-18.7303744915088,0,-18.7303744915088,0,-18.7303744915088
1,-3.0863423166114,,0,-18.7291972553541,0,-18.7291972553541,0,-18.7291972553541
0,1E+308,,0,-18.7280200191993,0,-18.7280200191993,0,-18.7280200191993
0,-3.0631037951878,,0,-18.7268427830446,0,-18.7268427830446,0,-18.7268427830446
1,-3.0631037951878,,0,-18.7256655468898,0,-18.7256655468898,0,-18.7256655468898
0,1E+308,,0,-18.7244883107351,0,-18.7244883107351,0,-18.7244883107351
0,-3.0594846811956,,0,-18.7233110745803,0,-18.7233110745803,0,-18.7233110745803
1,-3.0594846811956,,0,-18.7221338384256,0,-18.7221338384256,0,-18.7221338384256
0,1E+308,,0,-18.7209566022708,0,-18.7209566022708,0,-18.7209566022708
0,-3.0480286887842,,0,-18.7197793661161,0,-18.7197793661161,0,-18.7197793661161
1,-3.0480286887842,,0,-18.7186021299613,0,-18.7186021299613,0,-18.7186021299613
0,1E+308,,0,-18.7174248938066,0,-18.7174248938066,0,-18.7174248938066
0,-3.0154566628544,,0,-18.7162476576518,0,-18.7162476576518,0,-18.7162476576518
1,-3.0154566628544,,0,-18.7150704214971,0,-18.7150704214971,0,-18.7150704214971
0,1E+308,,0,-18.7138931853423,0,-18.7138931853423,0,-18.7138931853423
0,-3.0108579390598,,0,-18.7127159491876,0,-18.7127159491876,0,-18.7127159491876
1,-3.0108579390598,,0,-18.7115387130329,0,-18.7115387130329,0,-18.7115387130329
0,1E+308,,0,-18.7103614768781,0,-18.7103614768781,0,-18.7103614768781
0,-2.9786124497308,,0,-18.7091842407233,0,-18.7091842407233,0,-18.7091842407233
1,-2.9786124497308,,9.43206022780229E-07,-18.7080070045686,1.38190149616255E-06,-18.7080070045686,0.000131896709879,-18.7080070045686
0,1E+308,,1.05000712727277E-06,-18.7068297684139,1.53837696655344E-06,-18.7068297684139,0.000146831638149,-18.7068297684139
0,-2.967945587438,,1.16825372879125E-06,-18.7056525322591,1.71162136025744E-06,-18.7056525322591,0.000163367089914,-18.7056525322591
1,-2.967945587438,,1.29909631797364E-06,-18.7044752961044,1.90332027373549E-06,-18.7044752961044,0.000181663948298,-18.7044752961044
0,1E+308,,1.44379247836044E-06,-18.7032980599496,2.11531620643543E-06,-18.7032980599496,0.000201898072154,-18.7032980599496
