A,B,,C,D,E,F,G,H
,,,146.455640709357,-4.30334541506735,2.89596787098912,-4.30334541506735,154.351684837975,-4.30334541506735
,,,146.234737073503,-4.3021681789126,2.89139789479352,-4.3021681789126,154.111808112179,-4.3021681789126
,,,146.020626957892,-4.30099094275786,2.88696255966191,-4.30099094275786,153.879138234623,-4.30099094275786
,,,145.812139886201,-4.29981370660311,2.8826380882302,-4.29981370660311,153.652438390349,-4.29981370660311
,,,145.607270835962,-4.29863647044836,2.87837898157923,-4.29863647044836,153.429573462177,-4.29863647044836
,,,145.406204041811,-4.29745923429361,2.87418860570322,-4.29745923429361,153.210730319371,-4.29745923429361
,,,145.208998751471,-4.29628199813886,2.87006820753739,-4.29628199813886,152.995974496177,-4.29628199813886
,,,145.015719777764,-4.29510476198411,2.86601896179638,-4.29510476198411,152.785369032791,-4.29510476198411
,,,144.827666945125,-4.29392752582937,2.86207130591333,-4.29392752582937,152.580299523903,-4.29392752582937
,,,144.645500336446,-4.29275028967462,2.85824186448111,-4.29275028967462,152.381474208527,-4.29275028967462
,,,144.468757227963,-4.29157305351987,2.85452054344879,-4.29157305351987,152.188395528411,-4.29157305351987
,,,144.295919962773,-4.29039581736512,2.85087019362572,-4.29039581736512,151.999437990554,-4.29039581736512
,,,144.128281219559,-4.28921858121037,2.8473200644353,-4.28921858121037,151.8159643218,-4.28921858121037
,,,143.965859824107,-4.28804134505563,2.84387165067271,-4.28804134505563,151.638002018438,-4.28804134505563
,,,143.807736464079,-4.28686410890088,2.8405044735627,-4.28686410890088,151.464569380639,-4.28686410890088
,,,143.654890619926,-4.28568687274613,2.83722798032713,-4.28568687274613,151.296673639243,-4.28568687274613
,,,143.507225467524,-4.28450963659138,2.83404059831718,-4.28450963659138,151.134209078229,-4.28450963659138
,,,143.363780881962,-4.28333240043663,2.83093317842799,-4.28333240043663,150.976187056234,-4.28333240043663
,,,143.22455698895,-4.28215516428188,2.82790592557306,-4.28215516428188,150.822605544578,-4.28215516428188
,,,143.08954931528,-4.28097792812713,2.82495894296298,-4.28097792812713,150.673457652599,-4.28097792812713
,,,142.96085450293,-4.27980069197238,2.82213438309406,-4.27980069197238,150.530937674823,-4.27980069197238
,,,142.838255569724,-4.27862345581764,2.81942756249643,-4.27862345581764,150.394810672338,-4.27862345581764
,,,142.721105189749,-4.27744621966289,2.81682378446299,-4.27744621966289,150.264391313608,-4.27744621966289
,,,142.609162577599,-4.27626898350814,2.81431739425243,-4.27626898350814,150.139416552391,-4.27626898350814
,,,142.501432566952,-4.27509174735339,2.81189275149474,-4.27509174735339,150.018862898599,-4.27509174735339
,,,142.397651753648,-4.27391451119864,2.80954368536185,-4.27391451119864,149.902449008486,-4.27391451119864
,,,142.299015275817,-4.27273727504389,2.80729788611292,-4.27273727504389,149.791448685689,-4.27273727504389
,,,142.205161660011,-4.27156003888914,2.80514695977311,-4.27156003888914,149.685473957244,-4.27156003888914
,,,142.116370648554,-4.2703828027344,2.8030950069773,-4.2703828027344,149.584804453092,-4.2703828027344
,,,142.032467860528,-4.26920556657965,2.80113589052493,-4.26920556657965,149.489247405765,-4.26920556657965
,,,141.95221282777,-4.2680283304249,2.79924653256318,-4.2680283304249,149.397497007451,-4.2680283304249
,,,141.875630469453,-4.26685109427015,2.79742839072754,-4.26685109427015,149.30958421829,-4.26685109427015
,,,141.802635149487,-4.2656738581154,2.79567914214549,-4.2656738581154,149.225415966897,-4.2656738581154
,,,141.733138894996,-4.26449662196066,2.79399793793686,-4.26449662196066,149.144899144752,-4.26449662196066
,,,141.667151626726,-4.26331938580591,2.79238321205257,-4.26331938580591,149.068035170421,-4.26331938580591
,,,141.605467339939,-4.26214214965116,2.7908622851861,-4.26214214965116,148.995705825994,-4.26214214965116
,,,141.547881819127,-4.26096491349641,2.78943154390663,-4.26096491349641,148.927693888119,-4.26096491349641
,,,141.493601161522,-4.25978767734166,2.78806366612718,-4.25978767734166,148.863117076244,-4.25978767734166
,,,141.442304297784,-4.25861044118691,2.78675045576917,-4.25861044118691,148.801629238402,-4.25861044118691
,,,141.39375622608,-4.25743320503217,2.78548982067,-4.25743320503217,148.742989251581,-4.25743320503217
,,,141.348924219863,-4.25625596887742,2.78428805057086,-4.25625596887742,148.688173471137,-4.25625596887742
,,,141.308917873926,-4.25507873272267,2.78317124595292,-4.25507873272267,148.638369455903,-4.25507873272267
,,,141.272294993792,-4.25390149656792,2.78212509811856,-4.25390149656792,148.592100703841,-4.25390149656792
,,,141.239271072184,-4.25272426041317,2.78114580844691,-4.25272426041317,148.549560401191,-4.25272426041317
,,,141.209376339722,-4.25154702425842,2.78022337219281,-4.25154702425842,148.510253206019,-4.25154702425842
,,,141.181411060544,-4.25036978810368,2.77933536160317,-4.25036978810368,148.472916821414,-4.25036978810368
,,,141.155449755823,-4.24919255194893,2.77848272780765,-4.24919255194893,148.437623157807,-4.24919255194893
,,,141.131022294981,-4.24801531579418,2.7776554209506,-4.24801531579418,148.403878699187,-4.24801531579418
,,,141.108385448222,-4.24683807963943,2.77685676118659,-4.24683807963943,148.371947703713,-4.24683807963943
,,,141.087157131783,-4.24566084348468,2.77608026708927,-4.24566084348468,148.341428621561,-4.24566084348468
,,,141.067178435186,-4.24448360732993,2.77532243905692,-4.24448360732993,148.31215229087,-4.24448360732993
,,,141.048089172302,-4.24330637117518,2.77457552652486,-4.24330637117518,148.283737187828,-4.24330637117518
,,,141.030995521491,-4.24212913502044,2.77386637192926,-4.24212913502044,148.257348433192,-4.24212913502044
,,,141.015932491297,-4.24095189886569,2.77319383338456,-4.24095189886569,148.233020818574,-4.24095189886569
,,,141.001467788589,-4.23977466271094,2.77252560281592,-4.23977466271094,148.209243647933,-4.23977466271094
,,,140.988500982851,-4.23859742655619,2.77187791624783,-4.23859742655619,148.18694840717,-4.23859742655619
,,,140.976878844866,-4.23742019040144,2.77124834189701,-4.23742019040144,148.165972966329,-4.23742019040144
,,,140.966547329235,-4.23624295424669,2.77062662233836,-4.23624295424669,148.146250934967,-4.23624295424669
,,,140.95828061759,-4.23506571809194,2.77002389178428,-4.23506571809194,148.128589147532,-4.23506571809194
,,,140.951695855755,-4.2338884819372,2.76943610306159,-4.2338884819372,148.112591508232,-4.2338884819372
,,,140.945886743638,-4.23271124578245,2.76884997808951,-4.23271124578245,148.097311611565,-4.23271124578245
,,,140.940670843496,-4.2315340096277,2.76826621227783,-4.2315340096277,148.082574824811,-4.2315340096277
,,,140.935690829129,-4.23035677347295,2.76767279842495,-4.23035677347295,148.067988420059,-4.23035677347295
,,,140.929943373243,-4.2291795373182,2.76705449769389,-4.2291795373182,148.052507653844,-4.2291795373182
,,,140.923060630695,-4.22800230116346,2.76640307651969,-4.22800230116346,148.035745586872,-4.22800230116346
,,,140.914887597476,-4.22682506500871,2.76571676213734,-4.22682506500871,148.017543251612,-4.22682506500871
,,,140.906538351692,-4.22564782885396,2.76501520748252,-4.22564782885396,147.999066165307,-4.22564782885396
,,,140.897755003264,-4.22447059269921,2.76429440871571,-4.22447059269921,147.980047992018,-4.22447059269921
,,,140.88838966517,-4.22329335654446,2.76355608678017,-4.22329335654446,147.960343024739,-4.22329335654446
,,,140.878308354954,-4.22211612038971,2.76279761268777,-4.22211612038971,147.939811358973,-4.22211612038971
,,,140.866347458271,-4.22093888423497,2.76199149388076,-4.22093888423497,147.917219787246,-4.22093888423497
,,,140.852282634816,-4.21976164808022,2.76113475547902,-4.21976164808022,147.892336952811,-4.21976164808022
,,,140.836214992089,-4.21858441192547,2.76022669743425,-4.21858441192547,147.865264380014,-4.21858441192547
,,,140.818972877982,-4.21740717577072,2.75928522310374,-4.21740717577072,147.836882543604,-4.21740717577072
,,,140.80056365324,-4.21622993961597,2.75831234914688,-4.21622993961597,147.807205639538,-4.21622993961597
,,,140.780709711401,-4.21505270346122,2.75729749853431,-4.21505270346122,147.77590600877,-4.21505270346122
,,,140.760461674028,-4.21387546730648,2.75626644559261,-4.21387546730648,147.744099760412,-4.21387546730648
,,,140.738780786017,-4.21269823115173,2.75520202076577,-4.21269823115173,147.710724474607,-4.21269823115173
,,,140.715286155362,-4.21152099499698,2.75409727070277,-4.21152099499698,147.675383781304,-4.21152099499698
,,,140.691271040723,-4.21034375884223,2.7529765564595,-4.21034375884223,147.63944187587,-4.21034375884223
,,,140.666481470586,-4.20916652268748,2.75183080360898,-4.20916652268748,147.602627146173,-4.20916652268748
,,,140.640131903146,-4.20798928653273,2.75064889942023,-4.20798928653273,147.564124360286,-4.20798928653273
,,,140.610904175407,-4.20681205037798,2.74940453952623,-4.20681205037798,147.522547318092,-4.20681205037798
,,,140.580612632274,-4.20563481422324,2.74814423572459,-4.20563481422324,147.479845782407,-4.20563481422324
,,,140.549534237258,-4.20445757806849,2.74687553545838,-4.20445757806849,147.436320623247,-4.20445757806849
,,,140.515473629699,-4.20328034191374,2.74554499965774,-4.20328034191374,147.38962726317,-4.20328034191374
,,,140.478630758749,-4.20210310575899,2.74416048805558,-4.20210310575899,147.339989280879,-4.20210310575899
,,,140.438496668789,-4.20092586960424,2.7427071485424,-4.20092586960424,147.286860687334,-4.20092586960424
,,,140.395586353008,-4.19974863344949,2.74119941485533,-4.19974863344949,147.23080002369,-4.19974863344949
,,,140.349593553994,-4.19857139729475,2.73963250145527,-4.19857139729475,147.171490689923,-4.19857139729475
,,,140.300642241325,-4.19739416114,2.73800991132721,-4.19739416114,147.109069148542,-4.19739416114
,,,140.248765035822,-4.19621692498525,2.7363336280011,-4.19621692498525,147.043576739316,-4.19621692498525
,,,140.194016368322,-4.1950396888305,2.73460635532746,-4.1950396888305,146.975076330349,-4.1950396888305
,,,140.137398090572,-4.19386245267575,2.73284985787489,-4.19386245267575,146.904631175166,-4.19386245267575
,,,140.079166653571,-4.192685216521,2.73107104878813,-4.192685216521,146.832518197272,-4.192685216521
,,,140.018333205782,-4.19150798036626,2.72925153149245,-4.19150798036626,146.757706096408,-4.19150798036626
,,,139.9557979433,-4.19033074421151,2.7274129510785,-4.19033074421151,146.681160340277,-4.19033074421151
,,,139.891639126995,-4.18915350805676,2.72555891570526,-4.18915350805676,146.602970960414,-4.18915350805676
,,,139.825111156832,-4.18797627190201,2.72367348630475,-4.18797627190201,146.522353450498,-4.18797627190201
,,,139.756305474206,-4.18679903574726,2.72176040186886,-4.18679903574726,146.439411165973,-4.18679903574726
,,,139.685107355571,-4.18562179959251,2.71981865887176,-4.18562179959251,146.354033058786,-4.18562179959251
,,,139.61366648879,-4.18444456343777,2.71787891768878,-4.18444456343777,146.268447076366,-4.18444456343777
,,,139.543685791902,-4.18326732728302,2.71597560506687,-4.18326732728302,146.184435988703,-4.18326732728302
,,,139.473827463535,-4.18209009112827,2.7141071335232,-4.18209009112827,146.100674031167,-4.18209009112827
,,,139.403024816905,-4.18091285497352,2.7122537494744,-4.18091285497352,146.016061507947,-4.18091285497352
,,,139.330258094403,-4.17973561881877,2.71039088008576,-4.17973561881877,145.929512068515,-4.17973561881877
,,,139.255964297226,-4.17855838266403,2.70852834002214,-4.17855838266403,145.84149172274,-4.17855838266403
,,,139.180243997015,-4.17738114650928,2.70667088902565,-4.17738114650928,145.752119083368,-4.17738114650928
,,,139.10418622917,-4.17620391035453,2.70483780137423,-4.17620391035453,145.662530173458,-4.17620391035453
,,,139.027910870726,-4.17502667419978,2.70303361046877,-4.17502667419978,145.572861012982,-4.17502667419978
,,,138.950356698817,-4.17384943804503,2.70124385393838,-4.17384943804503,145.482024966622,-4.17384943804503
,,,138.871857538891,-4.17267220189028,2.69947720716891,-4.17267220189028,145.390380735233,-4.17267220189028
,,,138.792327261051,-4.17149496573553,2.69773337520309,-4.17149496573553,145.297844196423,-4.17149496573553
,,,138.711988721053,-4.17031772958078,2.69602076437523,-4.17031772958078,145.204670070666,-4.17031772958078
,,,138.632109482086,-4.16914049342604,2.69436968182997,-4.16914049342604,145.112200790193,-4.16914049342604
,,,138.55386661551,-4.16796325727129,2.69281101370696,-4.16796325727129,145.021696069835,-4.16796325727129
,,,138.476111531373,-4.16678602111654,2.69131995852412,-4.16678602111654,144.931962706459,-4.16678602111654
,,,138.397910239541,-4.16560878496179,2.68987603168482,-4.16560878496179,144.842007936912,-4.16560878496179
,,,138.319493563786,-4.16443154880704,2.68848196570018,-4.16443154880704,144.752071599256,-4.16443154880704
,,,138.242007233774,-4.16325431265229,2.68717102199977,-4.16325431265229,144.663384155303,-4.16325431265229
,,,138.165565075869,-4.16207707649754,2.68594256917187,-4.16207707649754,144.576059786073,-4.16207707649754
,,,138.089423285485,-4.1608998403428,2.68478516592393,-4.1608998403428,144.489337579562,-4.1608998403428
,,,138.014396692085,-4.15972260418805,2.68371495701923,-4.15972260418805,144.40408581548,-4.15972260418805
,,,137.941742420108,-4.1585453680333,2.68274583789271,-4.1585453680333,144.32159557585,-4.1585453680333
,,,137.870618256747,-4.15736813187855,2.68185986973242,-4.15736813187855,144.240973939511,-4.15736813187855
,,,137.799909741522,-4.1561908957238,2.68105358278731,-4.1561908957238,144.161106558072,-4.1561908957238
,,,137.730556271501,-4.15501365956906,2.68033398714485,-4.15501365956906,144.082945930566,-4.15501365956906
,,,137.663034531447,-4.15383642341431,2.67971451752748,-4.15383642341431,144.00700922551,-4.15383642341431
,,,137.595904364407,-4.15265918725956,2.67917670063091,-4.15265918725956,143.931816948005,-4.15265918725956
,,,137.530587823657,-4.15148195110481,2.67875308496387,-4.15148195110481,143.858854662383,-4.15148195110481
,,,137.466916585346,-4.15030471495006,2.6784404986714,-4.15030471495006,143.787946438392,-4.15030471495006
,,,137.404168224363,-4.14912747879532,2.67822688454098,-4.14912747879532,143.718367694682,-4.14912747879532
,,,137.342156484233,-4.14795024264057,2.67810939854809,-4.14795024264057,143.64992752396,-4.14795024264057
,,,137.281862409033,-4.14677300648582,2.67810478019809,-4.14677300648582,143.583629980548,-4.14677300648582
,,,137.223392643376,-4.14559577033107,2.67821711986093,-4.14559577033107,143.519594356294,-4.14559577033107
,,,137.165475553756,-4.14441853417632,2.67842513215339,-4.14441853417632,143.456516363719,-4.14441853417632
,,,137.109576360825,-4.14324129802157,2.67876019851937,-4.14324129802157,143.395937263828,-4.14324129802157
,,,137.056521230205,-4.14206406186682,2.67923857417529,-4.14206406186682,143.338708384724,-4.14206406186682
,,,137.005443990661,-4.14088682571208,2.67984368165135,-4.14088682571208,143.283933848786,-4.14088682571208
,,,136.954736895379,-4.13970958955733,2.68054071234287,-4.13970958955733,143.229931574397,-4.13970958955733
,,,136.904652420543,-4.13853235340258,2.68134001814528,-4.13853235340258,143.176985848863,-4.13853235340258
,,,136.85524633359,-4.13735511724783,2.68223965658129,-4.13735511724783,143.125148289493,-4.13735511724783
,,,136.806457271834,-4.13617788109308,2.6832411290828,-4.13617788109308,143.074361388368,-4.13617788109308
,,,136.758012748353,-4.13500064493833,2.68433758067361,-4.13500064493833,143.024336769493,-4.13500064493833
,,,136.710995422033,-4.13382340878358,2.68554613057904,-4.13382340878358,142.976204024034,-4.13382340878358
,,,136.665127388117,-4.13264617262884,2.68686094153658,-4.13264617262884,142.929669732023,-4.13264617262884
,,,136.619693692135,-4.13146893647409,2.68827478088059,-4.13146893647409,142.884000767706,-4.13146893647409
,,,136.574503011077,-4.13029170031934,2.68978354019206,-4.13029170031934,142.838995291158,-4.13029170031934
,,,136.530297306142,-4.12911446416459,2.6913940817675,-4.12911446416459,142.795408844143,-4.12911446416459
,,,136.488109707525,-4.12793722800984,2.69312946308225,-4.12793722800984,142.754325943688,-4.12793722800984
,,,136.447696967734,-4.12675999185509,2.69499461966972,-4.12675999185509,142.715527405494,-4.12675999185509
,,,136.408097189166,-4.12558275570034,2.69696878783892,-4.12558275570034,142.678003812528,-4.12558275570034
,,,136.368147019749,-4.1244055195456,2.69902381676949,-4.1244055195456,142.640514252547,-4.1244055195456
,,,136.328464122844,-4.12322828339085,2.70117062395062,-4.12322828339085,142.603692210462,-4.12322828339085
,,,136.289330240564,-4.1220510472361,2.70341569140837,-4.1220510472361,142.567835152048,-4.1220510472361
,,,136.249226707437,-4.12087381108135,2.70572537065078,-4.12087381108135,142.531349614841,-4.12087381108135
,,,136.208009478209,-4.1196965749266,2.70809592825059,-4.1196965749266,142.494079936236,-4.1196965749266
,,,136.165741070898,-4.11851933877186,2.71052768053514,-4.11851933877186,142.456089732717,-4.11851933877186
,,,136.122059434355,-4.11734210261711,2.71301248522857,-4.11734210261711,142.416994243957,-4.11734210261711
,,,136.077144205117,-4.11616486646236,2.71555131054593,-4.11616486646236,142.37697329924,-4.11616486646236
,,,136.030515702044,-4.11498763030761,2.71813473326963,-4.11498763030761,142.335524330117,-4.11498763030761
,,,135.982344902819,-4.11381039415286,2.72076628149493,-4.11381039415286,142.292823847897,-4.11381039415286
,,,135.931968069791,-4.11263315799811,2.72342747894632,-4.11263315799811,142.248160445014,-4.11263315799811
,,,135.879642845232,-4.11145592184337,2.72612346437167,-4.11145592184337,142.201803264404,-4.11145592184337
,,,135.825110127439,-4.11027868568862,2.7288476038112,-4.11027868568862,142.153474101903,-4.11027868568862
,,,135.769184820322,-4.10910144953387,2.73161148836914,-4.10910144953387,142.104007899864,-4.10910144953387
,,,135.711930112651,-4.10792421337912,2.73441519881541,-4.10792421337912,142.053467342285,-4.10792421337912
,,,135.653323106076,-4.10674697722437,2.73725020621924,-4.10674697722437,142.001808213524,-4.10674697722437
,,,135.592812543402,-4.10556974106962,2.74009901782641,-4.10556974106962,141.948430501493,-4.10556974106962
,,,135.530424563259,-4.10439250491488,2.74297603863602,-4.10439250491488,141.893395890695,-4.10439250491488
,,,135.467066731627,-4.10321526876013,2.74589848245657,-4.10321526876013,141.837653007436,-4.10321526876013
,,,135.401555364584,-4.10203803260538,2.74883858007693,-4.10203803260538,141.779949674429,-4.10203803260538
,,,135.334791072977,-4.10086079645063,2.75181864368042,-4.10086079645063,141.721240837554,-4.10086079645063
,,,135.266643617254,-4.09968356029588,2.75483410165536,-4.09968356029588,141.661382005251,-4.09968356029588
,,,135.195976894158,-4.09850632414113,2.75785291725012,-4.09850632414113,141.599139806308,-4.09850632414113
,,,135.122564620738,-4.09732908798638,2.76086863580734,-4.09732908798638,141.534273521503,-4.09732908798638
,,,135.045547211453,-4.09615185183164,2.76386263900168,-4.09615185183164,141.465880811882,-4.09615185183164
,,,134.964492265164,-4.09497461567689,2.76682349109054,-4.09497461567689,141.393500120944,-4.09497461567689
,,,134.879400753851,-4.09379737952214,2.76974938759178,-4.09379737952214,141.317123045871,-4.09379737952214
,,,134.79124976981,-4.09262014336739,2.77265624829298,-4.09262014336739,141.237741703502,-4.09262014336739
,,,134.699854685687,-4.09144290721264,2.77553791091141,-4.09144290721264,141.155152366953,-4.09144290721264
,,,134.604392596126,-4.09026567105789,2.77837805385889,-4.09026567105789,141.068509567474,-4.09026567105789
,,,134.506578943103,-4.08908843490315,2.78120599919305,-4.08908843490315,140.97959451685,-4.08908843490315
,,,134.406355121219,-4.0879111987484,2.78401808665421,-4.0879111987484,140.888334186127,-4.0879111987484
,,,134.301880314851,-4.08673396259365,2.78677948947517,-4.08673396259365,140.792803963916,-4.08673396259365
,,,134.192701927607,-4.0855567264389,2.78947955366999,-4.0855567264389,140.692519385247,-4.0855567264389
,,,134.079098691879,-4.08437949028415,2.79211942346457,-4.08437949028415,140.58776204655,-4.08437949028415
,,,133.961876413319,-4.0832022541294,2.79471120126943,-4.0832022541294,140.47936415227,-4.0832022541294
,,,133.842303407726,-4.08202501797466,2.79727929465827,-4.08202501797466,140.368637909544,-4.08202501797466
,,,133.720257453169,-4.08084778181991,2.79982584828164,-4.08084778181991,140.255469004904,-4.08084778181991
,,,133.594788414341,-4.07967054566516,2.80233018666517,-4.07967054566516,140.138860937247,-4.07967054566516
,,,133.464766189577,-4.07849330951041,2.8047644619064,-4.07849330951041,140.017605855206,-4.07849330951041
,,,133.330003351525,-4.07731607335566,2.80712386347427,-4.07731607335566,139.891502379175,-4.07731607335566
,,,133.190856987072,-4.07613883720091,2.80941125263183,-4.07613883720091,139.760908752538,-4.07613883720091
,,,133.047262349372,-4.07496160104617,2.81162529002858,-4.07496160104617,139.62575330674,-4.07496160104617
,,,132.899394139678,-4.07378436489142,2.81376821867224,-4.07378436489142,139.486210690115,-4.07378436489142
,,,132.747015201703,-4.07260712873667,2.81583305072485,-4.07260712873667,139.342024582082,-4.07260712873667
,,,132.591381981023,-4.07142989258192,2.81784379528754,-4.07142989258192,139.194496332905,-4.07142989258192
,,,132.432897347465,-4.07025265642717,2.81980824064906,-4.07025265642717,139.04404617775,-4.07025265642717
,,,132.270386685332,-4.06907542027242,2.82170028863422,-4.06907542027242,138.889438216564,-4.06907542027242
,,,132.103967214914,-4.06789818411768,2.82352093492425,-4.06789818411768,138.730787943984,-4.06789818411768
,,,131.933880363389,-4.06672094796293,2.8252743455589,-4.06672094796293,138.568341500272,-4.06672094796293
,,,131.760052046459,-4.06554371180818,2.82695659407422,-4.06554371180818,138.40201343702,-4.06554371180818
,,,131.583675227332,-4.06436647565343,2.82859339428385,-4.06436647565343,138.233056889609,-4.06436647565343
,,,131.405018958197,-4.06318923949868,2.83018906721084,-4.06318923949868,138.061747824774,-4.06318923949868
,,,131.225373565249,-4.06201200334393,2.83178150991007,-4.06201200334393,137.889463255953,-4.06201200334393
,,,131.044803354743,-4.06083476718918,2.83337048358093,-4.06083476718918,137.716261162086,-4.06083476718918
,,,130.862382932815,-4.05965753103444,2.83492164366438,-4.05965753103444,137.541115689543,-4.05965753103444
,,,130.67850924037,-4.05848029487969,2.83644235365832,-4.05848029487969,137.364438460162,-4.05848029487969
,,,130.49325889988,-4.05730305872494,2.83793539356678,-4.05730305872494,137.186307823711,-4.05730305872494
,,,130.307769955388,-4.05612582257019,2.83942424769926,-4.05612582257019,137.007921082043,-4.05612582257019
,,,130.121404190858,-4.05494858641544,2.84089014015077,-4.05494858641544,136.828602740456,-4.05494858641544
,,,129.933219805372,-4.05377135026069,2.84231373199413,-4.05377135026069,136.647352623195,-4.05377135026069
,,,129.743434418888,-4.05259411410595,2.84369858274013,-4.05259411410595,136.464392863184,-4.05259411410595
,,,129.552494596687,-4.0514168779512,2.845053417767,-4.0514168779512,136.280186602297,-4.0514168779512
,,,129.360009859348,-4.05023964179645,2.84636868255835,-4.05023964179645,136.094317209814,-4.05023964179645
,,,129.166838784993,-4.0490624056417,2.84766137278443,-4.0490624056417,135.907679617888,-4.0490624056417
,,,128.972897129691,-4.04788516948695,2.84892944434791,-4.04788516948695,135.720181747046,-4.04788516948695
,,,128.779926650556,-4.0467079333322,2.85020845957039,-4.0467079333322,135.533643801201,-4.0467079333322
,,,128.588703495392,-4.04553069717746,2.85151222826768,-4.04553069717746,135.348864454358,-4.04553069717746
,,,128.398605691027,-4.04435346102271,2.85283018513992,-4.04435346102271,135.165195699477,-4.04435346102271
,,,128.209759974783,-4.04317622486796,2.85416829504043,-4.04317622486796,134.982793001005,-4.04317622486796
,,,128.022849395436,-4.04199898871321,2.85554064223438,-4.04199898871321,134.802371309923,-4.04199898871321
,,,127.837505617762,-4.04082175255846,2.85693711366252,-4.04082175255846,134.623516484304,-4.04082175255846
,,,127.654393400146,-4.03964451640372,2.85837074645381,-4.03964451640372,134.446920779789,-4.03964451640372
,,,127.472608797791,-4.03846728024897,2.85981730840377,-4.03846728024897,134.271622730584,-4.03846728024897
,,,127.292515470948,-4.03729004409422,2.86128389621493,-4.03729004409422,134.097998003648,-4.03729004409422
,,,127.114150096954,-4.03611280793947,2.8627703056652,-4.03611280793947,133.92608253401,-4.03611280793947
,,,126.937975984213,-4.03493557178472,2.86428623101039,-4.03493557178472,133.756356751742,-4.03493557178472
,,,126.764255671214,-4.03375833562997,2.86583541901211,-4.03375833562997,133.58909064977,-4.03375833562997
,,,126.592815515181,-4.03258109947523,2.86741347963869,-4.03258109947523,133.424095502853,-4.03258109947523
,,,126.424416187392,-4.03140386332048,2.86903763975826,-4.03140386332048,133.262173824385,-4.03140386332048
,,,126.260027522514,-4.03022662716573,2.87073050563067,-4.03022662716573,133.10434627956,-4.03022662716573
,,,126.101065182589,-4.02904939101098,2.8725087617212,-4.02904939101098,132.952059320675,-4.02904939101098
,,,125.94671447246,-4.02787215485623,2.87435061504729,-4.02787215485623,132.804442069704,-4.02787215485623
,,,125.797157149973,-4.02669491870148,2.87627926557398,-4.02669491870148,132.661748751304,-4.02669491870148
,,,125.65251851918,-4.02551768254673,2.87829255653562,-4.02551768254673,132.524097129443,-4.02551768254673
,,,125.512288480539,-4.02434044639198,2.88037695779584,-4.02434044639198,132.390929273746,-4.02434044639198
,,,125.377418758705,-4.02316321023724,2.88255373579167,-4.02316321023724,132.263235972986,-4.02316321023724
,,,125.248215131606,-4.02198597408249,2.88482632247141,-4.02198597408249,132.14132901335,-4.02198597408249
,,,125.12390616321,-4.02080873792774,2.88717810980655,-4.02080873792774,132.024404316668,-4.02080873792774
,,,125.005519749543,-4.01963150177299,2.88963030173179,-4.01963150177299,131.913538560789,-4.01963150177299
,,,124.893443718637,-4.01845426561824,2.89219125199725,-4.01845426561824,131.809135963208,-4.01845426561824
,,,124.786578192489,-4.01727702946349,2.89483567329031,-4.01727702946349,131.710038928755,-4.01727702946349
,,,124.685182566362,-4.01609979330875,2.89756882391547,-4.01609979330875,131.616516909789,-4.01609979330875
,,,124.589407718872,-4.014922557154,2.90039334294465,-4.014922557154,131.528725964982,-4.014922557154
,,,124.49939631659,-4.01374532099925,2.90331170055408,-4.01374532099925,131.446813684469,-4.01374532099925
,,,124.415182689174,-4.0125680848445,2.90632381454706,-4.0125680848445,131.37081366705,-4.0125680848445
,,,124.337214372959,-4.01139084868975,2.90943933048482,-4.01139084868975,131.301194227016,-4.01139084868975
,,,124.265285246421,-4.010213612535,2.91265276082283,-4.010213612535,131.237737748798,-4.010213612535
,,,124.19950199135,-4.00903637638026,2.91596622917463,-4.00903637638026,131.18055525871,-4.00903637638026
,,,124.141215278101,-4.00785914022551,2.91941005628969,-4.00785914022551,131.131073737005,-4.00785914022551
,,,124.091361582606,-4.00668190407076,2.92299657400039,-4.00668190407076,131.090257124453,-4.00668190407076
,,,124.050269596328,-4.00550466791601,2.9267203374715,-4.00550466791601,131.058407315095,-4.00550466791601
,,,124.016721931916,-4.00432743176126,2.9305623987118,-4.00432743176126,131.034267943268,-4.00432743176126
,,,123.989899281542,-4.00315019560651,2.93451343966601,-4.00315019560651,131.017002979503,-4.00315019560651
,,,123.970593822699,-4.00197295945177,2.93861293713363,-4.00197295945177,131.00752884925,-4.00197295945177
,,,123.959043043868,-4.00079572329702,2.94286472120023,-4.00079572329702,131.006094159995,-4.00079572329702
,,,123.955348751766,-3.99961848714227,2.94725163604412,-3.99961848714227,131.01272321652,-3.99961848714227
,,,123.959304026669,-3.99844125098752,2.95176787901465,-3.99844125098752,131.027198781989,-3.99844125098752
,,,123.969950891536,-3.99726401483277,2.95639054859974,-3.99726401483277,131.048512524034,-3.99726401483277
,,,123.987171817025,-3.99608677867803,2.96111680663675,-3.99608677867803,131.076540566433,-3.99608677867803
,,,124.011148554592,-3.99490954252328,2.96594969048599,-3.99490954252328,131.111474412036,-3.99490954252328
,,,124.041633532458,-3.99373230636853,2.97088334364999,-3.99373230636853,131.153052665308,-3.99373230636853
,,,124.078894029128,-3.99255507021378,2.97592508479303,-3.99255507021378,131.201563579062,-3.99255507021378
,,,124.122560554716,-3.99137783405903,2.9810634215211,-3.99137783405903,131.2566089539,-3.99137783405903
,,,124.172662418511,-3.99020059790428,2.98629987216897,-3.99020059790428,131.318224398366,-3.99020059790428
,,,124.229123201825,-3.98902336174953,2.99163235860851,-3.98902336174953,131.386330204148,-3.98902336174953
,,,124.291756899691,-3.98784612559478,2.99705664651565,-3.98784612559478,131.460731146539,-3.98784612559478
