0,-18.08191,0,-20.07976,,,0,-18.85466,0,-20.85335
0.12374,-18.08191,0,-20.07859,,,0.12374,-18.85466,0,-20.85218
0.2178,-18.07323,0,-20.07741,,,0.2178,-18.8496,0,-20.851
0.31187,-18.04615,0,-20.07624,,,0.31187,-18.83621,0,-20.84983
0.40593,-17.99856,0,-20.07506,,,0.40593,-18.82075,0,-20.84865
0.5,-17.93021,0,-20.07389,,,0.5,-18.81352,0,-20.84748
0.62374,-17.93021,0,-20.07271,,,0.62374,-18.81352,0,-20.8463
0.7178,-17.99856,0,-20.07154,,,0.7178,-18.82075,0,-20.84513
0.81187,-18.04615,0,-20.07036,,,0.81187,-18.83621,0,-20.84395
0.90593,-18.07323,0,-20.06919,,,0.90593,-18.8496,0,-20.84278
1,-18.08191,0,-20.06801,,,1,-18.85466,0,-20.8416
0,--,0,-20.06684,,,0,--,0,-20.84043
0,-17.95785,0,-20.06566,,,0,-18.64083,0,-20.83925
0.12374,-17.95785,0,-20.06449,,,0.12374,-18.64083,0,-20.83808
0.2178,-17.94882,0,-20.06331,,,0.2178,-18.63378,0,-20.8369
0.31187,-17.92014,0,-20.06214,,,0.31187,-18.61438,0,-20.83573
0.40593,-17.87056,0,-20.06096,,,0.40593,-18.58989,0,-20.83455
0.5,-17.92778,0,-20.05979,,,0.5,-18.57743,0,-20.83338
0.62374,-17.92778,0,-20.05861,,,0.62374,-18.57743,0,-20.8322
0.7178,-17.87056,0,-20.05744,,,0.7178,-18.58989,0,-20.83103
0.81187,-17.92014,0,-20.05626,,,0.81187,-18.61438,0,-20.82985
0.90593,-17.94882,0,-20.05509,,,0.90593,-18.63378,0,-20.82868
1,-17.95785,0,-20.05391,,,1,-18.64083,0,-20.8275
0,--,0,-20.05274,,,0,--,0,-20.82633
0,-17.95774,0,-20.05156,,,0,-18.40532,0,-20.82515
0.12374,-17.95774,0,-20.05039,,,0.12374,-18.40532,0,-20.82398
0.2178,-17.94789,0,-20.04921,,,0.2178,-18.3953,0,-20.8228
0.31187,-17.9188,0,-20.04804,,,0.31187,-18.36597,0,-20.82163
0.40593,-17.86942,0,-20.04686,,,0.40593,-18.36431,0,-20.82045
0.5,-17.80073,0,-20.04569,,,0.5,-18.37963,0,-20.81928
0.62374,-17.80073,0,-20.04451,,,0.62374,-18.37963,0,-20.8181
0.7178,-17.86942,0,-20.04334,,,0.7178,-18.36431,0,-20.81693
0.81187,-17.9188,0,-20.04216,,,0.81187,-18.36597,0,-20.81575
0.90593,-17.94789,0,-20.04099,,,0.90593,-18.3953,0,-20.81458
1,-17.95774,0,-20.03982,,,1,-18.40532,0,-20.8134
0,--,0,-20.03864,,,0,--,0,-20.81223
0,-17.61991,0,-20.03747,,,0,-18.27168,0,-20.81105
0.12374,-17.61991,0,-20.03629,,,0.12374,-18.27168,0,-20.80988
0.2178,-17.61113,0,-20.03512,,,0.2178,-18.26259,0,-20.8087
0.31187,-17.72359,0,-20.03394,,,0.31187,-18.29903,0,-20.80753
0.40593,-17.8372,0,-20.03277,,,0.40593,-18.33027,0,-20.80636
0.5,-17.80005,0,-20.03159,,,0.5,-18.3623,0,-20.80518
0.62374,-17.80005,0,-20.03042,,,0.62374,-18.3623,0,-20.80401
0.7178,-17.8372,0,-20.02924,,,0.7178,-18.33027,0,-20.80283
0.81187,-17.72359,0,-20.02807,,,0.81187,-18.29903,0,-20.80166
0.90593,-17.61113,0,-20.02689,,,0.90593,-18.26259,0,-20.80048
1,-17.61991,0,-20.02572,,,1,-18.27168,0,-20.79931
0,--,0,-20.02454,,,0,--,0,-20.79813
0,-17.58644,0,-20.02337,,,0,-18.25057,0,-20.79696
0.12374,-17.58644,0,-20.02219,,,0.12374,-18.25057,0,-20.79578
0.2178,-17.58906,0,-20.02102,,,0.2178,-18.24825,0,-20.79461
0.31187,-17.59322,0,-20.01984,,,0.31187,-18.25375,0,-20.79343
0.40593,-17.70675,0,-20.01867,,,0.40593,-18.30338,0,-20.79226
0.5,-17.7982,0,-20.01749,,,0.5,-18.24589,0,-20.79108
0.62374,-17.7982,0,-20.01632,,,0.62374,-18.24589,0,-20.78991
0.7178,-17.70675,0,-20.01514,,,0.7178,-18.30338,0,-20.78873
0.81187,-17.59322,0,-20.01397,,,0.81187,-18.25375,0,-20.78756
0.90593,-17.58906,0,-20.01279,,,0.90593,-18.24825,0,-20.78638
1,-17.58644,0,-20.01162,,,1,-18.25057,0,-20.78521
0,--,0,-20.01044,,,0,--,0,-20.78403
0,-17.58623,0,-20.00927,,,0,-18.09862,0,-20.78286
0.12374,-17.58623,0,-20.00809,,,0.12374,-18.09862,0,-20.78168
0.2178,-17.57727,0,-20.00692,,,0.2178,-18.18948,0,-20.78051
0.31187,-17.59303,0,-20.00574,,,0.31187,-18.23538,0,-20.77933
0.40593,-17.70656,0,-20.00457,,,0.40593,-18.19783,0,-20.77816
0.5,-17.79733,0,-20.00339,,,0.5,-18.23272,0,-20.77698
0.62374,-17.79733,0,-20.00222,,,0.62374,-18.23272,0,-20.77581
0.7178,-17.70656,0,-20.00105,,,0.7178,-18.19783,0,-20.77463
0.81187,-17.59303,0,-19.99987,,,0.81187,-18.23538,0,-20.77346
0.90593,-17.57727,0,-19.9987,,,0.90593,-18.18948,0,-20.77228
1,-17.58623,0,-19.99752,,,1,-18.09862,0,-20.77111
0,--,0,-19.99635,,,0,--,0,-20.76993
0,-17.58244,0,-19.99517,,,0,-18.07669,0,-20.76876
0.12374,-17.58244,0,-19.994,,,0.12374,-18.07669,0,-20.76758
0.2178,-17.57703,0,-19.99282,,,0.2178,-18.11769,0,-20.76641
0.31187,-17.58364,0,-19.99165,,,0.31187,-18.17054,0,-20.76523
0.40593,-17.53545,0,-19.99047,,,0.40593,-18.14705,0,-20.76406
0.5,-17.46593,0,-19.9893,,,0.5,-18.16689,0,-20.76288
0.62374,-17.46593,0,-19.98812,,,0.62374,-18.16689,0,-20.76171
0.7178,-17.53545,0,-19.98695,,,0.7178,-18.14705,0,-20.76053
0.81187,-17.58364,0,-19.98577,,,0.81187,-18.17054,0,-20.75936
0.90593,-17.57703,0,-19.9846,,,0.90593,-18.11769,0,-20.75818
1,-17.58244,0,-19.98342,,,1,-18.07669,0,-20.75701
0,--,0,-19.98225,,,0,--,0,-20.75583
0,-17.58117,0,-19.98107,,,0,-18.00428,0,-20.75466
0.12374,-17.58117,0,-19.9799,,,0.12374,-18.00428,0,-20.75348
